"nuvirdi";"teg_eign";"matssvaedi";"ibm2"
17943;"Íbúðareign";220;76.4
19100;"Íbúðareign";72;58.6
34874;"Íbúðareign";85;127.5
20324;"Íbúðareign";20;51.7
26878;"Íbúðareign";72;106.4
23500;"Íbúðareign";20;52.8
26151;"Íbúðareign";72;92.3
25993;"Íbúðareign";72;82.6
29472;"Íbúðareign";20;106
25971;"Íbúðareign";100;93.6
21786;"Íbúðareign";80;65.4
17719;"Íbúðareign";25;55
28065;"Íbúðareign";91;120.1
19347;"Íbúðareign";160;84.7
21257;"Íbúðareign";100;68.1
14433;"Íbúðareign";160;58.5
31972;"Íbúðareign";20;96
21140;"Íbúðareign";72;73.5
16733;"Íbúðareign";161;88.9
15098;"Íbúðareign";130;61.2
33193;"Íbúðareign";80;102.6
25946;"Íbúðareign";25;91.1
25609;"Íbúðareign";100;103.5
21210;"Íbúðareign";100;92.6
19870;"Íbúðareign";130;83.6
26886;"Íbúðareign";25;77.1
33688;"Íbúðareign";90;97.5
26752;"Íbúðareign";72;88.4
19346;"Íbúðareign";25;59.3
22019;"Íbúðareign";72;72.8
24655;"Íbúðareign";70;98.9
29000;"Íbúðareign";85;96
21112;"Íbúðareign";150;95.6
22896;"Íbúðareign";100;81.2
37469;"Íbúðareign";280;113.8
19223;"Íbúðareign";80;82.5
11818;"Íbúðareign";160;57.5
20000;"Íbúðareign";20;89.4
31399;"Íbúðareign";20;96.7
23458;"Íbúðareign";20;66.4
37659;"Íbúðareign";70;111.2
37048;"Einbýlishús";290;163.5
25500;"Íbúðareign";70;64.5
18294;"Íbúðareign";200;96.7
24734;"Íbúðareign";160;61.5
23738;"Íbúðareign";160;61.5
24423;"Íbúðareign";160;60.4
27700;"Íbúðareign";72;105
22731;"Íbúðareign";90;86.6
30437;"Íbúðareign";72;103
16500;"Íbúðareign";283;56
45565;"Einbýlishús";20;118
36514;"Íbúðareign";90;138
64400;"Íbúðareign";20;135.2
51696;"Íbúðareign";20;128.5
44915;"Íbúðareign";20;152.6
21005;"Íbúðareign";150;113.7
22838;"Íbúðareign";130;78.3
12490;"Íbúðareign";161;50.7
12490;"Íbúðareign";161;50.7
15886;"Íbúðareign";161;72.2
32881;"Íbúðareign";90;97.5
35972;"Íbúðareign";20;107.2
14800;"Íbúðareign";160;57.9
22873;"Íbúðareign";90;62.7
18995;"Íbúðareign";180;62.9
28936;"Íbúðareign";25;92.7
39434;"Einbýlishús";120;143.7
16980;"Íbúðareign";91;47.9
31647;"Einbýlishús";100;81.2
64492;"Einbýlishús";120;234.3
21064;"Íbúðareign";90;87.6
15870;"Íbúðareign";161;72.2
29677;"Íbúðareign";100;78.8
18380;"Íbúðareign";170;78.8
15868;"Íbúðareign";161;72.2
17263;"Íbúðareign";283;56
17281;"Íbúðareign";90;60.6
25492;"Íbúðareign";11;80.7
23077;"Íbúðareign";25;73.5
15500;"Íbúðareign";100;55
25166;"Íbúðareign";20;66.4
12867;"Íbúðareign";161;54.9
16723;"Íbúðareign";91;59.1
31829;"Íbúðareign";72;109.7
13994;"Íbúðareign";90;57.2
42747;"Íbúðareign";20;112.7
18405;"Íbúðareign";284;62.4
16834;"Íbúðareign";72;58.5
15681;"Íbúðareign";20;42.9
19057;"Íbúðareign";91;69.3
28049;"Íbúðareign";20;98.4
8596;"Íbúðareign";280;28.2
33087;"Íbúðareign";80;107.7
35965;"Íbúðareign";100;113.8
20456;"Íbúðareign";91;77.3
17887;"Íbúðareign";160;84.7
25464;"Íbúðareign";270;108.5
22500;"Íbúðareign";130;82.1
19600;"Íbúðareign";90;46.1
92155;"Íbúðareign";25;320
24319;"Íbúðareign";280;84.8
22976;"Íbúðareign";100;100.9
14759;"Íbúðareign";90;57.8
11080;"Íbúðareign";220;38.3
29759;"Íbúðareign";90;90.5
18496;"Íbúðareign";120;67
31387;"Einbýlishús";20;102.3
46860;"Einbýlishús";130;142.2
28952;"Íbúðareign";120;108.7
68600;"Einbýlishús";210;413.2
16934;"Íbúðareign";25;48.2
27340;"Íbúðareign";281;101
33600;"Íbúðareign";130;156.8
17883;"Íbúðareign";80;75
19135;"Íbúðareign";25;57.3
16910;"Íbúðareign";72;56.3
10382;"Íbúðareign";161;55.2
19633;"Íbúðareign";130;89.2
23771;"Íbúðareign";130;76.8
23867;"Íbúðareign";72;80.5
15803;"Íbúðareign";161;74.9
30986;"Íbúðareign";31;88.6
52097;"Íbúðareign";20;89.3
16993;"Íbúðareign";20;69.2
20385;"Íbúðareign";160;99.2
16299;"Íbúðareign";90;87
23438;"Íbúðareign";280;81.6
27773;"Íbúðareign";180;124.1
43715;"Einbýlishús";281;173.1
22408;"Íbúðareign";72;69
27715;"Íbúðareign";160;104
19112;"Íbúðareign";220;71.4
20913;"Íbúðareign";150;100.2
17496;"Íbúðareign";90;53.8
17779;"Íbúðareign";100;64.6
16836;"Íbúðareign";90;69.1
24165;"Íbúðareign";100;94.6
15500;"Íbúðareign";20;44
31552;"Íbúðareign";72;102.9
28899;"Íbúðareign";72;109.9
15740;"Íbúðareign";100;56
22386;"Íbúðareign";91;82.5
18907;"Íbúðareign";170;111.3
39833;"Íbúðareign";20;87
22732;"Íbúðareign";100;97.1
15524;"Íbúðareign";161;74.9
29969;"Íbúðareign";70;85.8
11037;"Íbúðareign";200;43.7
23675;"Íbúðareign";284;77.8
59169;"Einbýlishús";31;224.1
10394;"Íbúðareign";90;37.7
23636;"Íbúðareign";20;89
16614;"Íbúðareign";160;69.2
34714;"Íbúðareign";70;93.8
16121;"Íbúðareign";150;82
38389;"Íbúðareign";20;102.8
24000;"Íbúðareign";180;87
36548;"Íbúðareign";70;102.8
22238;"Íbúðareign";85;65.4
19986;"Íbúðareign";100;89
10702;"Íbúðareign";25;25.7
29246;"Íbúðareign";130;131.4
26093;"Íbúðareign";281;85.8
15286;"Íbúðareign";280;46.3
23988;"Íbúðareign";85;65.4
14389;"Íbúðareign";100;51.8
21590;"Íbúðareign";80;83
17900;"Íbúðareign";160;79.5
33423;"Íbúðareign";130;115.7
65014;"Einbýlishús";270;190.2
18480;"Íbúðareign";20;58.7
24453;"Íbúðareign";180;103.4
22238;"Íbúðareign";160;99.8
31070;"Íbúðareign";281;130.9
19407;"Íbúðareign";100;74.9
21896;"Íbúðareign";160;86.1
23649;"Íbúðareign";180;89.2
15900;"Íbúðareign";161;74.9
37342;"Íbúðareign";20;118.3
18651;"Íbúðareign";100;70.5
41491;"Íbúðareign";85;132.3
17196;"Íbúðareign";100;70.3
14196;"Íbúðareign";100;48.2
18280;"Íbúðareign";200;96.6
20230;"Íbúðareign";170;97.9
17817;"Íbúðareign";160;72.7
22606;"Íbúðareign";72;69.2
21593;"Íbúðareign";130;74.3
24821;"Íbúðareign";72;83
15689;"Íbúðareign";20;36.6
20531;"Íbúðareign";160;72
23132;"Íbúðareign";100;95.3
18122;"Íbúðareign";283;65.5
12536;"Íbúðareign";170;65.2
21698;"Íbúðareign";280;75.2
26349;"Íbúðareign";100;113.9
15022;"Íbúðareign";100;55
27482;"Íbúðareign";90;91.5
17200;"Íbúðareign";130;68.4
45741;"Íbúðareign";20;76.9
25200;"Íbúðareign";284;99.2
38768;"Íbúðareign";70;93.1
15900;"Íbúðareign";160;86.9
42700;"Íbúðareign";90;119.9
11504;"Íbúðareign";90;33.6
27852;"Íbúðareign";270;108.2
19554;"Íbúðareign";170;95.3
18775;"Íbúðareign";80;40.7
20000;"Íbúðareign";72;65.1
28993;"Íbúðareign";100;101.4
13993;"Íbúðareign";284;57.9
15352;"Íbúðareign";170;70.6
21963;"Íbúðareign";281;65.3
24630;"Íbúðareign";280;69.6
11129;"Íbúðareign";220;38.3
21963;"Íbúðareign";80;76.1
28384;"Íbúðareign";180;106
24202;"Íbúðareign";130;85.7
27736;"Íbúðareign";283;105.6
26206;"Íbúðareign";200;87.5
21792;"Íbúðareign";284;81.8
27924;"Íbúðareign";20;77.5
7386;"Íbúðareign";90;39.7
27924;"Íbúðareign";72;72.7
17973;"Íbúðareign";20;69.5
20020;"Íbúðareign";100;69.8
23324;"Íbúðareign";20;88.1
21979;"Íbúðareign";75;70.5
32824;"Íbúðareign";90;108.5
32360;"Íbúðareign";100;116.4
16876;"Íbúðareign";100;57.6
15841;"Íbúðareign";90;61.5
14128;"Íbúðareign";200;56.6
34479;"Íbúðareign";110;148.3
13781;"Íbúðareign";281;34.3
20355;"Íbúðareign";200;112.2
21886;"Íbúðareign";220;94.8
34597;"Íbúðareign";90;114.6
22364;"Íbúðareign";70;89.7
19787;"Íbúðareign";72;68.4
65969;"Einbýlishús";80;257
13115;"Íbúðareign";90;45.9
30933;"Íbúðareign";220;135.4
15240;"Íbúðareign";85;73.7
28900;"Íbúðareign";85;120.7
34577;"Íbúðareign";72;124
15648;"Íbúðareign";100;50.7
17905;"Íbúðareign";11;58.9
23549;"Íbúðareign";130;93.4
19808;"Íbúðareign";130;79.3
18937;"Íbúðareign";100;52
38946;"Íbúðareign";270;127.5
22631;"Íbúðareign";91;108.6
15926;"Íbúðareign";180;62.9
14956;"Íbúðareign";80;50.5
13754;"Íbúðareign";161;73.3
28100;"Íbúðareign";90;74.5
16589;"Íbúðareign";120;70
25557;"Íbúðareign";100;106
15049;"Íbúðareign";161;73.3
16792;"Íbúðareign";161;92.2
32561;"Íbúðareign";70;85.1
48544;"Íbúðareign";20;156.3
17807;"Íbúðareign";90;80.3
21871;"Íbúðareign";283;89.1
26193;"Íbúðareign";180;106
36337;"Íbúðareign";90;82
21986;"Íbúðareign";72;55.7
32993;"Íbúðareign";72;60.4
19400;"Íbúðareign";110;60.9
19619;"Íbúðareign";91;100.9
65297;"Íbúðareign";20;142.6
49979;"Íbúðareign";20;119.3
65733;"Einbýlishús";283;282.7
22938;"Íbúðareign";130;87.9
12151;"Íbúðareign";220;38.3
33997;"Íbúðareign";270;133.5
18491;"Íbúðareign";72;66.7
17131;"Íbúðareign";11;49.7
21724;"Íbúðareign";280;69.6
36023;"Íbúðareign";90;132.9
28554;"Íbúðareign";20;96.4
21528;"Íbúðareign";90;95.6
29432;"Íbúðareign";130;122.7
25861;"Íbúðareign";180;105.8
39609;"Íbúðareign";150;170.9
20535;"Íbúðareign";170;76
27016;"Íbúðareign";100;83
14495;"Íbúðareign";90;62.4
38452;"Íbúðareign";20;87.6
18416;"Íbúðareign";72;52.9
23110;"Íbúðareign";20;62
16939;"Íbúðareign";170;77.2
23880;"Íbúðareign";283;97.8
58644;"Íbúðareign";20;59.3
21268;"Íbúðareign";130;98.8
21856;"Íbúðareign";130;79.6
22327;"Íbúðareign";200;97.4
21800;"Íbúðareign";100;92.4
17962;"Íbúðareign";25;55.7
41631;"Einbýlishús";120;150.9
16026;"Íbúðareign";160;88.5
24472;"Íbúðareign";130;111.2
20197;"Íbúðareign";72;79.2
14324;"Íbúðareign";220;54
50479;"Íbúðareign";180;166.2
21904;"Íbúðareign";100;68.5
21493;"Íbúðareign";180;76.9
22394;"Íbúðareign";80;77.1
22783;"Íbúðareign";25;64.9
25997;"Íbúðareign";110;93.7
28449;"Íbúðareign";120;96.9
19380;"Íbúðareign";130;64.6
17693;"Íbúðareign";25;55.7
22319;"Íbúðareign";20;89.2
17120;"Íbúðareign";100;83.2
19500;"Íbúðareign";180;66.2
18489;"Íbúðareign";20;56.8
16618;"Íbúðareign";160;84.7
21111;"Íbúðareign";70;61
26772;"Íbúðareign";70;81.5
19889;"Íbúðareign";20;57.9
33051;"Íbúðareign";220;179.6
15833;"Íbúðareign";170;73.2
23608;"Íbúðareign";20;74.4
9180;"Íbúðareign";20;38.9
27292;"Íbúðareign";20;66.7
25512;"Íbúðareign";160;58.2
16876;"Íbúðareign";100;63.1
19746;"Íbúðareign";91;67.7
36979;"Íbúðareign";150;142.5
29000;"Íbúðareign";20;77.9
14958;"Íbúðareign";150;59.8
12983;"Íbúðareign";160;50.6
38820;"Íbúðareign";90;91.3
14000;"Íbúðareign";100;58.7
23283;"Íbúðareign";91;92.4
13737;"Íbúðareign";20;53.6
30451;"Íbúðareign";130;106.6
29163;"Íbúðareign";20;80.3
29885;"Íbúðareign";72;84.4
16666;"Íbúðareign";170;84.2
27888;"Íbúðareign";25;78
36677;"Íbúðareign";120;149.1
19330;"Íbúðareign";150;101.4
23200;"Íbúðareign";80;76.9
22886;"Íbúðareign";280;69.6
20262;"Íbúðareign";130;68.2
18221;"Íbúðareign";20;64.8
18815;"Íbúðareign";70;74.8
16441;"Íbúðareign";160;46.5
18567;"Íbúðareign";160;60.4
19744;"Íbúðareign";160;61.5
19979;"Íbúðareign";72;57.3
19156;"Íbúðareign";160;59.9
19156;"Íbúðareign";160;59.9
19444;"Íbúðareign";160;59.9
18936;"Íbúðareign";160;59.9
16899;"Íbúðareign";160;46.5
19560;"Íbúðareign";160;59.9
69661;"Einbýlishús";72;238.1
15640;"Íbúðareign";90;50.1
16313;"Íbúðareign";220;83.1
20958;"Íbúðareign";72;67.8
20529;"Íbúðareign";130;76.6
35597;"Íbúðareign";281;132.5
23244;"Íbúðareign";170;89.9
49920;"Íbúðareign";25;129
38629;"Íbúðareign";120;126
14678;"Íbúðareign";80;58.9
67151;"Einbýlishús";210;292.5
14986;"Íbúðareign";160;67.5
27344;"Íbúðareign";80;113.8
37250;"Íbúðareign";90;116
24945;"Íbúðareign";70;67
26972;"Íbúðareign";100;74.9
19926;"Íbúðareign";130;83.3
20921;"Íbúðareign";80;74.1
36271;"Íbúðareign";20;146.8
22441;"Íbúðareign";80;75.2
18786;"Íbúðareign";284;58.6
24168;"Íbúðareign";90;70.1
17599;"Íbúðareign";150;82.7
35049;"Íbúðareign";80;114.2
25522;"Íbúðareign";100;98.6
15700;"Íbúðareign";11;35.5
49483;"Íbúðareign";20;166.7
28931;"Íbúðareign";120;136
27817;"Íbúðareign";130;97.6
25215;"Íbúðareign";100;95.6
17574;"Íbúðareign";20;49.1
12386;"Íbúðareign";160;43.9
15903;"Íbúðareign";160;72.6
17257;"Íbúðareign";170;77.1
68949;"Íbúðareign";70;196.6
27743;"Íbúðareign";281;122.4
25284;"Íbúðareign";72;70.9
8700;"Íbúðareign";160;63.6
29151;"Íbúðareign";100;89.4
24486;"Íbúðareign";72;85.4
14479;"Íbúðareign";160;67.4
18019;"Íbúðareign";72;57.3
28175;"Íbúðareign";72;92.3
21143;"Íbúðareign";90;87.7
21388;"Íbúðareign";200;77.8
20120;"Íbúðareign";100;92.1
17723;"Íbúðareign";130;75.6
32165;"Íbúðareign";90;97.5
31233;"Íbúðareign";90;97.5
26765;"Íbúðareign";20;74.9
24164;"Íbúðareign";100;91.9
18464;"Íbúðareign";120;68.2
14194;"Íbúðareign";20;36.5
29772;"Íbúðareign";80;117.8
21232;"Íbúðareign";72;67.8
34479;"Íbúðareign";25;80.8
19740;"Íbúðareign";130;82.8
66354;"Einbýlishús";72;191
51657;"Íbúðareign";72;157.5
103648;"Einbýlishús";100;266.8
22157;"Íbúðareign";120;96.6
28493;"Íbúðareign";72;105
21473;"Íbúðareign";80;76.7
23436;"Íbúðareign";91;99.5
20396;"Íbúðareign";130;81
23716;"Íbúðareign";25;64
24207;"Einbýlishús";200;76.1
22498;"Íbúðareign";72;66
20000;"Íbúðareign";200;83.7
26961;"Íbúðareign";72;102.4
26295;"Íbúðareign";270;104.7
21414;"Íbúðareign";100;82.9
15652;"Íbúðareign";220;53.6
21880;"Íbúðareign";160;86.1
32825;"Íbúðareign";180;137.2
17681;"Íbúðareign";72;52.1
18365;"Íbúðareign";170;88.2
36257;"Íbúðareign";90;125.7
23112;"Íbúðareign";90;68.4
16725;"Íbúðareign";91;59.1
44942;"Íbúðareign";100;152.3
43410;"Íbúðareign";20;111.2
33507;"Íbúðareign";72;106.4
20650;"Íbúðareign";90;60.7
16979;"Íbúðareign";11;59.2
14341;"Íbúðareign";220;52.9
43256;"Íbúðareign";20;119.3
13181;"Íbúðareign";170;65.2
19000;"Íbúðareign";72;53
15522;"Íbúðareign";280;47.9
31586;"Íbúðareign";25;111
45575;"Íbúðareign";70;130.7
45881;"Íbúðareign";90;126.5
20961;"Íbúðareign";130;88.3
19411;"Íbúðareign";20;47.7
25200;"Íbúðareign";80;108.1
66304;"Einbýlishús";75;214.3
22902;"Íbúðareign";11;70.2
23050;"Íbúðareign";25;57.3
16691;"Íbúðareign";72;46.1
22984;"Íbúðareign";100;96.1
23719;"Íbúðareign";100;106
21821;"Íbúðareign";80;77
21000;"Íbúðareign";72;81.9
28000;"Íbúðareign";72;109.7
17863;"Íbúðareign";100;90.9
14836;"Íbúðareign";72;50.4
10874;"Íbúðareign";150;46.9
32298;"Íbúðareign";25;96.4
15692;"Íbúðareign";160;73.2
15652;"Íbúðareign";160;71.4
19993;"Íbúðareign";170;103.4
43478;"Íbúðareign";120;172.2
20000;"Íbúðareign";161;72.2
24277;"Íbúðareign";130;93.8
31451;"Íbúðareign";100;115.1
34535;"Íbúðareign";140;122.7
20842;"Íbúðareign";90;74.5
26817;"Íbúðareign";90;85.4
17500;"Íbúðareign";72;53
18281;"Íbúðareign";72;56.3
18175;"Íbúðareign";90;69.1
23377;"Íbúðareign";130;103.4
21979;"Íbúðareign";25;79.7
16476;"Íbúðareign";150;66.9
37169;"Íbúðareign";280;96.2
32335;"Íbúðareign";160;353
57895;"Einbýlishús";170;245.6
18883;"Íbúðareign";150;73.5
43547;"Einbýlishús";130;120.1
22642;"Íbúðareign";281;65.3
13757;"Íbúðareign";200;55.4
17917;"Íbúðareign";90;62.4
26696;"Íbúðareign";85;82.2
14195;"Íbúðareign";20;54.5
50788;"Íbúðareign";20;160.6
26936;"Íbúðareign";100;108
34036;"Einbýlishús";160;146.8
20994;"Íbúðareign";25;52.3
15478;"Íbúðareign";150;58.8
21354;"Íbúðareign";72;59.1
21347;"Íbúðareign";100;66.1
23174;"Íbúðareign";270;88.8
41086;"Íbúðareign";80;131.2
29428;"Íbúðareign";25;85.4
34563;"Íbúðareign";100;122.7
46306;"Einbýlishús";100;146.5
28814;"Íbúðareign";150;162.6
23986;"Íbúðareign";100;96.6
19134;"Íbúðareign";100;82.4
35419;"Íbúðareign";100;133.2
21252;"Íbúðareign";20;67
7993;"Íbúðareign";200;22.8
37358;"Íbúðareign";100;161.7
30395;"Íbúðareign";72;116.7
13500;"Íbúðareign";100;47.7
20483;"Íbúðareign";100;99.4
21030;"Íbúðareign";160;89.1
18979;"Íbúðareign";100;69.7
51334;"Íbúðareign";72;156
25150;"Íbúðareign";25;85.1
40894;"Íbúðareign";80;148.9
26480;"Íbúðareign";100;76.1
25836;"Íbúðareign";180;84.7
16262;"Íbúðareign";200;79.3
35959;"Íbúðareign";180;141.3
19400;"Íbúðareign";170;81.1
30959;"Íbúðareign";11;115.2
21960;"Íbúðareign";90;69.9
27641;"Íbúðareign";70;72.8
22340;"Íbúðareign";100;76.4
84843;"Íbúðareign";20;165
79903;"Íbúðareign";20;165
18931;"Íbúðareign";130;79.9
23367;"Íbúðareign";100;92.4
18045;"Íbúðareign";100;70.2
30315;"Íbúðareign";70;73.3
7181;"Íbúðareign";150;27.3
11992;"Íbúðareign";160;58.5
16455;"Íbúðareign";220;83.1
25957;"Íbúðareign";100;97.3
22259;"Íbúðareign";130;90.4
11472;"Íbúðareign";161;57.7
23543;"Íbúðareign";120;112.4
17537;"Íbúðareign";100;68.4
27432;"Íbúðareign";283;93.3
23240;"Íbúðareign";150;70
61381;"Einbýlishús";140;171.6
44817;"Einbýlishús";120;142.8
25859;"Íbúðareign";85;88
30479;"Íbúðareign";72;116.6
25950;"Íbúðareign";100;95.5
18670;"Íbúðareign";100;70.1
39662;"Einbýlishús";150;217.8
21946;"Íbúðareign";280;81
32920;"Íbúðareign";160;85.5
32124;"Íbúðareign";160;85.5
23916;"Íbúðareign";20;62
27486;"Íbúðareign";100;91.6
22292;"Íbúðareign";120;95.6
23789;"Íbúðareign";100;57.5
16058;"Íbúðareign";161;73.3
20071;"Íbúðareign";130;77
19266;"Íbúðareign";160;105.1
17347;"Íbúðareign";150;90.1
12600;"Íbúðareign";11;49.1
33310;"Íbúðareign";120;161.6
24187;"Íbúðareign";130;83.8
22029;"Íbúðareign";280;69.6
69561;"Íbúðareign";20;128.8
20200;"Íbúðareign";281;93.7
14692;"Íbúðareign";120;51.3
90044;"Einbýlishús";120;255.9
42386;"Íbúðareign";75;195.9
27493;"Íbúðareign";120;100
16000;"Íbúðareign";100;59.7
26355;"Íbúðareign";130;86.2
15255;"Íbúðareign";100;68.1
15896;"Íbúðareign";161;74.9
18143;"Íbúðareign";130;75.6
22990;"Íbúðareign";130;96.5
20473;"Íbúðareign";100;50.8
26896;"Íbúðareign";100;94.1
16747;"Íbúðareign";161;86.4
44592;"Einbýlishús";120;143
19733;"Íbúðareign";150;82.7
23078;"Íbúðareign";20;77.4
23480;"Íbúðareign";280;79.5
24988;"Íbúðareign";72;87
18381;"Íbúðareign";72;64.3
18938;"Íbúðareign";120;85.6
25455;"Íbúðareign";100;92
25730;"Íbúðareign";100;79
24893;"Íbúðareign";160;105.3
16825;"Íbúðareign";91;67.8
34840;"Íbúðareign";72;123.9
24979;"Íbúðareign";180;87
20794;"Íbúðareign";72;68.4
20836;"Íbúðareign";90;58.2
23698;"Íbúðareign";160;116.1
13724;"Íbúðareign";20;53.3
21566;"Íbúðareign";180;83.6
18880;"Íbúðareign";160;84.7
42445;"Einbýlishús";150;156.1
13794;"Íbúðareign";70;56
9459;"Íbúðareign";160;38.2
77607;"Íbúðareign";20;165
13751;"Íbúðareign";161;72.2
28166;"Íbúðareign";120;117
45345;"Einbýlishús";130;138.2
25708;"Íbúðareign";130;92.8
50913;"Íbúðareign";120;246.3
15205;"Íbúðareign";161;88.9
35839;"Íbúðareign";80;171.6
15902;"Íbúðareign";161;62.9
14182;"Íbúðareign";161;50.7
16231;"Íbúðareign";161;104.3
36280;"Íbúðareign";270;169.8
43145;"Íbúðareign";80;153.7
40979;"Íbúðareign";100;126.3
41750;"Íbúðareign";180;122.8
18116;"Íbúðareign";170;72.2
27000;"Íbúðareign";72;93.9
8800;"Íbúðareign";200;34.4
19977;"Íbúðareign";150;90.4
21422;"Íbúðareign";72;67.8
22282;"Íbúðareign";90;53.9
25893;"Íbúðareign";130;118.3
24481;"Íbúðareign";100;93.8
27208;"Íbúðareign";270;97.6
16500;"Íbúðareign";170;91.1
11556;"Íbúðareign";90;45.9
22400;"Íbúðareign";20;66.3
18373;"Íbúðareign";150;85.6
30797;"Íbúðareign";180;126.8
20986;"Íbúðareign";20;62.8
21438;"Íbúðareign";72;66.7
65430;"Íbúðareign";90;169.7
21648;"Íbúðareign";120;92.2
35407;"Íbúðareign";100;149.7
26530;"Íbúðareign";281;83.6
17932;"Íbúðareign";100;69.8
23900;"Íbúðareign";180;82.4
18652;"Íbúðareign";100;83.3
18096;"Íbúðareign";130;88.7
19496;"Íbúðareign";25;71.5
31478;"Íbúðareign";100;123.7
29188;"Íbúðareign";130;108.5
28503;"Íbúðareign";72;105.3
21377;"Íbúðareign";72;81.2
37097;"Íbúðareign";100;111.7
64636;"Einbýlishús";283;278.7
12000;"Íbúðareign";31;46.4
25233;"Íbúðareign";90;108.5
11439;"Íbúðareign";20;30.7
27536;"Íbúðareign";100;76.1
28859;"Íbúðareign";20;82.8
23284;"Íbúðareign";130;112.4
22397;"Íbúðareign";180;90.2
15920;"Íbúðareign";281;73.5
26730;"Íbúðareign";110;89.1
19497;"Íbúðareign";161;92.2
24396;"Íbúðareign";283;99.2
28979;"Einbýlishús";100;105.6
17652;"Íbúðareign";160;101.7
18486;"Íbúðareign";72;57.6
21136;"Íbúðareign";130;76
25327;"Íbúðareign";70;68.9
28462;"Íbúðareign";100;91.7
19986;"Íbúðareign";100;94.6
27813;"Íbúðareign";91;102.4
21106;"Íbúðareign";80;75.2
50450;"Íbúðareign";100;147.8
22787;"Íbúðareign";270;79.9
32640;"Íbúðareign";20;85
13421;"Íbúðareign";160;60
32548;"Íbúðareign";80;107.7
14964;"Íbúðareign";25;39.4
34723;"Íbúðareign";72;116.1
19896;"Íbúðareign";200;88.5
22973;"Íbúðareign";130;97.7
15993;"Íbúðareign";20;49.3
22883;"Íbúðareign";72;63.8
