"nuvirdi";"teg_eign";"matssvaedi";"ibm2"
45967;"Íbúðareign";210;131.7
28500;"Íbúðareign";200;113
27493;"Íbúðareign";100;93.3
52438;"Íbúðareign";80;143
22964;"Íbúðareign";100;55
40078;"Íbúðareign";20;92.2
8787;"Íbúðareign";20;19.6
43746;"Íbúðareign";20;101.3
28354;"Íbúðareign";90;75.3
29997;"Íbúðareign";200;114.3
24894;"Íbúðareign";72;50.4
22939;"Íbúðareign";161;94.7
18846;"Íbúðareign";90;34.2
23455;"Íbúðareign";70;38.2
26972;"Íbúðareign";72;66
41440;"Einbýlishús";160;202.8
20783;"Íbúðareign";161;66.3
24479;"Íbúðareign";180;62.9
25996;"Íbúðareign";72;68.1
46048;"Íbúðareign";270;129.9
57368;"Einbýlishús";281;137.5
31200;"Íbúðareign";72;95.9
24482;"Íbúðareign";200;78.4
24959;"Íbúðareign";20;54
39891;"Íbúðareign";180;120.9
24000;"Íbúðareign";280;69.6
29481;"Íbúðareign";90;99.3
32535;"Íbúðareign";130;110.5
25674;"Íbúðareign";20;48.1
52426;"Einbýlishús";281;148.8
24986;"Íbúðareign";220;63.8
22979;"Íbúðareign";20;44.8
27288;"Íbúðareign";161;104.3
37779;"Íbúðareign";72;75
32948;"Íbúðareign";180;96.8
22783;"Íbúðareign";200;98.1
36400;"Íbúðareign";270;117.1
20925;"Íbúðareign";100;53.6
23375;"Íbúðareign";160;57.7
23973;"Íbúðareign";220;85.2
35384;"Íbúðareign";280;91.2
36072;"Íbúðareign";120;111
30969;"Íbúðareign";180;82.5
26319;"Íbúðareign";160;89.4
20273;"Íbúðareign";90;46.5
27864;"Íbúðareign";72;81.2
48502;"Íbúðareign";100;120.2
19444;"Íbúðareign";220;65.8
21758;"Íbúðareign";20;40.1
60329;"Einbýlishús";120;193.5
24787;"Íbúðareign";20;59.1
31616;"Íbúðareign";91;89.6
23179;"Íbúðareign";80;52.9
31819;"Íbúðareign";70;80.8
21551;"Íbúðareign";120;54.5
44268;"Íbúðareign";90;94.9
22893;"Íbúðareign";80;62.9
43252;"Íbúðareign";90;119
22890;"Íbúðareign";160;74.6
27975;"Íbúðareign";130;86
34183;"Íbúðareign";91;127.5
19972;"Íbúðareign";72;51.4
25835;"Íbúðareign";130;78.9
27489;"Íbúðareign";270;71.7
26392;"Íbúðareign";284;81.8
27496;"Íbúðareign";170;89.5
30000;"Íbúðareign";90;59.1
30993;"Íbúðareign";130;93.1
32408;"Íbúðareign";72;81.3
32279;"Íbúðareign";130;100.2
21000;"Íbúðareign";20;47.1
88086;"Einbýlishús";80;252.4
28710;"Íbúðareign";130;88.1
37972;"Íbúðareign";100;126.6
31917;"Íbúðareign";90;60.7
32576;"Íbúðareign";20;48.5
34446;"Íbúðareign";130;116
42326;"Íbúðareign";90;136.7
31986;"Íbúðareign";100;64.6
26990;"Íbúðareign";150;85.8
42835;"Íbúðareign";120;119.5
25115;"Íbúðareign";72;69.2
33901;"Íbúðareign";281;77.5
32751;"Íbúðareign";100;100.5
25534;"Íbúðareign";150;82.7
31056;"Íbúðareign";91;100.9
50403;"Einbýlishús";150;192
30044;"Íbúðareign";20;79.7
31469;"Íbúðareign";180;101.7
34441;"Íbúðareign";210;106.5
38418;"Íbúðareign";130;116
40957;"Íbúðareign";20;69
43348;"Íbúðareign";180;127.7
26715;"Íbúðareign";130;81.3
26857;"Íbúðareign";70;63.7
42450;"Íbúðareign";100;130.2
31056;"Íbúðareign";150;87.9
28486;"Íbúðareign";20;67
26278;"Íbúðareign";90;66.5
24986;"Íbúðareign";90;48.6
23969;"Íbúðareign";100;52.5
42318;"Íbúðareign";11;100
18144;"Íbúðareign";161;50.7
28938;"Íbúðareign";130;83.8
40969;"Íbúðareign";80;123.3
26812;"Íbúðareign";91;64.7
24196;"Íbúðareign";220;65.8
46818;"Íbúðareign";90;118.7
28479;"Íbúðareign";100;69.5
26142;"Íbúðareign";120;76.9
87781;"Íbúðareign";20;128.8
47760;"Íbúðareign";90;108.9
31064;"Íbúðareign";130;93.4
57663;"Einbýlishús";220;205.9
40944;"Íbúðareign";130;108.5
25466;"Íbúðareign";220;82.7
29496;"Íbúðareign";130;83.8
63497;"Íbúðareign";90;119.8
22000;"Íbúðareign";20;85.3
32986;"Íbúðareign";20;82.9
17000;"Íbúðareign";20;68.8
31957;"Íbúðareign";70;69.4
45972;"Íbúðareign";90;110.4
29143;"Íbúðareign";90;60.7
39448;"Íbúðareign";283;122.3
46445;"Einbýlishús";120;123.3
21313;"Íbúðareign";100;47.6
17858;"Íbúðareign";160;63.4
26211;"Íbúðareign";150;90.4
40474;"Íbúðareign";25;80.1
27600;"Íbúðareign";80;78.8
36858;"Íbúðareign";180;106
24982;"Íbúðareign";150;97.1
25735;"Íbúðareign";160;72
27840;"Íbúðareign";160;100.7
66770;"Íbúðareign";80;263.3
31284;"Íbúðareign";200;87.5
27798;"Íbúðareign";130;90.3
48929;"Íbúðareign";90;113.4
36000;"Íbúðareign";80;128.5
23472;"Íbúðareign";161;66.1
22170;"Íbúðareign";161;54.9
38378;"Íbúðareign";280;91.9
27501;"Íbúðareign";70;70.5
26496;"Íbúðareign";120;76.9
23486;"Íbúðareign";120;60.8
35493;"Íbúðareign";180;119.1
33478;"Íbúðareign";130;100
37452;"Íbúðareign";220;121.1
33426;"Íbúðareign";150;131.3
26259;"Íbúðareign";150;81.7
19000;"Íbúðareign";90;42.6
62432;"Íbúðareign";100;178.7
30000;"Íbúðareign";180;87
24873;"Íbúðareign";160;74.6
27977;"Íbúðareign";170;112.3
31632;"Íbúðareign";100;75.8
28093;"Íbúðareign";130;77.1
33914;"Íbúðareign";130;115.7
26807;"Íbúðareign";130;83.2
60359;"Einbýlishús";280;247.6
25939;"Íbúðareign";90;75.8
36336;"Íbúðareign";70;80.7
23667;"Íbúðareign";200;72.1
29986;"Íbúðareign";72;70.5
20347;"Íbúðareign";100;47.6
20500;"Íbúðareign";161;74.9
50102;"Einbýlishús";130;130.4
22902;"Íbúðareign";160;83.5
23692;"Íbúðareign";72;52
35700;"Íbúðareign";72;80.8
23911;"Íbúðareign";91;59.5
30480;"Íbúðareign";72;72.3
35193;"Íbúðareign";90;70.2
22050;"Íbúðareign";90;53.8
27276;"Íbúðareign";72;55.5
35278;"Íbúðareign";72;80.1
37865;"Íbúðareign";280;91.7
21500;"Íbúðareign";180;45.8
24196;"Íbúðareign";100;68.8
31993;"Íbúðareign";130;104.3
24853;"Íbúðareign";150;95.2
28309;"Íbúðareign";91;73.7
28175;"Íbúðareign";160;86.1
37234;"Einbýlishús";290;205.4
44592;"Íbúðareign";80;114.2
35724;"Íbúðareign";130;109
25793;"Íbúðareign";85;68.6
22500;"Íbúðareign";160;80.7
29672;"Íbúðareign";283;82.8
35142;"Íbúðareign";150;89.4
47454;"Íbúðareign";20;94.5
41525;"Íbúðareign";181;109.1
24479;"Íbúðareign";170;95.3
19877;"Íbúðareign";170;60.3
19500;"Íbúðareign";160;71.4
28993;"Íbúðareign";100;80
31989;"Íbúðareign";284;93
93485;"Íbúðareign";180;137.9
44755;"Íbúðareign";80;108.6
57633;"Íbúðareign";90;118.7
35993;"Íbúðareign";85;96.3
42251;"Íbúðareign";100;101.2
63103;"Einbýlishús";150;184.7
73000;"Einbýlishús";75;170.4
48894;"Íbúðareign";25;143.2
24491;"Íbúðareign";160;73.6
87497;"Einbýlishús";100;264
48939;"Íbúðareign";100;144.4
33500;"Íbúðareign";72;81
56900;"Íbúðareign";90;134.1
39993;"Íbúðareign";210;130.8
45566;"Íbúðareign";284;128.4
28500;"Íbúðareign";72;73.6
57761;"Íbúðareign";20;112.4
34459;"Íbúðareign";72;86.6
26490;"Íbúðareign";72;51.9
18731;"Íbúðareign";200;49.4
39867;"Íbúðareign";20;96.1
35467;"Íbúðareign";85;81.9
37479;"Íbúðareign";110;118.2
23692;"Íbúðareign";220;69
28431;"Íbúðareign";91;76.7
29797;"Íbúðareign";130;95.2
36097;"Íbúðareign";100;100.1
25777;"Íbúðareign";100;75.4
28792;"Íbúðareign";100;93.1
32575;"Íbúðareign";90;82.5
35924;"Einbýlishús";170;104.3
18395;"Íbúðareign";200;51.2
29000;"Íbúðareign";120;100.4
34967;"Íbúðareign";150;135.8
28659;"Íbúðareign";180;84.9
8671;"Íbúðareign";200;23.3
49979;"Íbúðareign";25;71.3
25490;"Íbúðareign";70;71.2
19686;"Íbúðareign";170;65.3
23535;"Íbúðareign";100;72.2
27403;"Íbúðareign";20;59.9
32937;"Íbúðareign";11;76.2
50088;"Íbúðareign";90;118.9
27992;"Íbúðareign";70;66.5
24000;"Íbúðareign";91;59.2
53765;"Einbýlishús";160;224.6
35541;"Íbúðareign";72;83.2
35219;"Íbúðareign";180;119.1
26447;"Íbúðareign";25;43.3
37973;"Íbúðareign";100;102.7
29979;"Íbúðareign";20;73.1
27183;"Íbúðareign";160;82.8
19493;"Íbúðareign";160;63.6
27665;"Íbúðareign";150;80.4
29863;"Íbúðareign";284;81.8
58688;"Einbýlishús";150;212.6
32935;"Íbúðareign";270;104.5
23496;"Íbúðareign";160;73.9
61993;"Einbýlishús";100;257.1
27000;"Íbúðareign";100;108.2
27814;"Íbúðareign";90;57.7
19957;"Íbúðareign";161;66.3
31377;"Íbúðareign";130;87.6
65430;"Einbýlishús";130;158.1
35452;"Íbúðareign";270;118.5
20993;"Íbúðareign";280;38.6
42382;"Íbúðareign";100;116.9
23883;"Íbúðareign";170;75.6
20486;"Íbúðareign";170;61.9
39702;"Íbúðareign";80;109.5
45456;"Íbúðareign";270;117.6
24103;"Íbúðareign";150;82.7
26928;"Íbúðareign";100;71.7
33687;"Íbúðareign";80;106.5
34377;"Íbúðareign";270;116.9
17000;"Íbúðareign";100;57.7
28441;"Íbúðareign";80;75.7
39486;"Íbúðareign";20;105.1
37240;"Íbúðareign";20;79.8
28189;"Íbúðareign";90;68.1
47493;"Einbýlishús";160;215
32565;"Íbúðareign";140;93
23844;"Íbúðareign";90;49
20996;"Íbúðareign";100;47.6
26931;"Íbúðareign";130;76.7
32559;"Íbúðareign";160;113
37799;"Íbúðareign";100;100.4
26185;"Íbúðareign";150;90.1
32179;"Íbúðareign";283;98.8
23700;"Íbúðareign";283;69.4
24965;"Íbúðareign";150;82.7
49722;"Einbýlishús";130;124.4
58458;"Íbúðareign";180;148.1
55672;"Íbúðareign";90;119
27979;"Íbúðareign";180;76.9
46787;"Íbúðareign";90;118.8
20950;"Íbúðareign";170;68.1
31422;"Íbúðareign";270;74
31096;"Íbúðareign";72;78.2
43944;"Íbúðareign";280;120
24386;"Íbúðareign";200;90.4
30438;"Íbúðareign";100;76.4
17592;"Íbúðareign";170;40.7
22432;"Íbúðareign";100;66.2
28484;"Íbúðareign";181;66
54710;"Íbúðareign";20;95.8
34497;"Íbúðareign";100;95.7
25973;"Íbúðareign";11;62.4
21436;"Íbúðareign";100;70
30959;"Íbúðareign";220;105.9
26475;"Íbúðareign";283;60.5
25780;"Íbúðareign";80;59.3
35929;"Íbúðareign";283;109.4
44251;"Íbúðareign";85;118.3
31966;"Íbúðareign";72;77.7
35938;"Íbúðareign";220;103.2
28463;"Íbúðareign";130;88.5
25572;"Íbúðareign";100;54.7
22000;"Íbúðareign";283;58
37202;"Íbúðareign";200;87.5
30946;"Íbúðareign";91;98.6
28852;"Íbúðareign";180;76.9
28654;"Íbúðareign";70;33.1
33282;"Íbúðareign";130;112.7
24836;"Íbúðareign";100;73.3
27286;"Íbúðareign";220;86.8
31000;"Íbúðareign";80;74.9
34668;"Íbúðareign";120;113
25809;"Íbúðareign";80;50.9
25559;"Íbúðareign";90;43.9
37282;"Íbúðareign";72;87.7
42637;"Íbúðareign";72;130
46918;"Íbúðareign";90;118.7
31532;"Íbúðareign";120;108.4
21139;"Íbúðareign";160;82.5
28996;"Íbúðareign";161;126.6
25672;"Íbúðareign";80;66.4
24490;"Íbúðareign";150;65.6
73603;"Íbúðareign";90;158.1
25688;"Íbúðareign";72;49.7
22278;"Íbúðareign";170;63.9
31979;"Íbúðareign";90;60.7
29395;"Íbúðareign";150;92.1
92000;"Einbýlishús";72;298
52110;"Íbúðareign";100;140.4
39425;"Íbúðareign";281;107.3
29000;"Íbúðareign";80;64.4
44718;"Íbúðareign";85;138.3
31994;"Íbúðareign";70;80.7
38500;"Einbýlishús";290;217.2
35971;"Íbúðareign";20;75.7
20252;"Íbúðareign";160;55.1
33759;"Íbúðareign";80;84.8
27492;"Íbúðareign";100;94.8
62888;"Einbýlishús";170;214.8
56000;"Íbúðareign";70;115.7
22792;"Íbúðareign";161;72.2
22587;"Íbúðareign";72;46.1
46724;"Íbúðareign";90;117.3
38953;"Íbúðareign";20;80.5
29493;"Íbúðareign";180;85
53895;"Íbúðareign";100;129.3
36780;"Íbúðareign";150;89.4
30876;"Íbúðareign";100;79.5
34446;"Íbúðareign";20;85.6
43287;"Íbúðareign";120;165.3
37859;"Íbúðareign";100;94.8
59085;"Íbúðareign";80;200.6
20965;"Íbúðareign";160;58.6
50000;"Einbýlishús";150;145
30688;"Íbúðareign";80;74.1
35458;"Íbúðareign";281;77.5
26489;"Íbúðareign";100;71.2
28500;"Íbúðareign";120;92.4
53250;"Íbúðareign";20;120.1
26439;"Íbúðareign";72;52.9
24974;"Íbúðareign";150;82.7
25472;"Íbúðareign";200;84
35993;"Íbúðareign";181;96.2
32121;"Íbúðareign";180;98.3
28500;"Íbúðareign";80;62.3
27579;"Íbúðareign";150;90.4
27579;"Íbúðareign";72;76.8
36474;"Íbúðareign";80;102.4
37995;"Íbúðareign";280;110.9
17776;"Íbúðareign";161;50.7
32475;"Íbúðareign";31;81.5
27439;"Íbúðareign";11;53.1
35479;"Íbúðareign";180;119.1
49059;"Íbúðareign";90;130.2
51133;"Íbúðareign";120;152.5
20990;"Íbúðareign";200;61.3
108507;"Íbúðareign";20;236
73888;"Íbúðareign";20;152
25853;"Íbúðareign";200;96.5
33448;"Íbúðareign";220;86.5
35344;"Íbúðareign";130;93.3
45423;"Íbúðareign";100;101.7
75783;"Einbýlishús";80;326.9
25994;"Íbúðareign";161;87.3
37971;"Íbúðareign";85;94.8
24472;"Íbúðareign";72;97.1
23955;"Íbúðareign";200;85.6
28539;"Íbúðareign";20;78.6
27988;"Íbúðareign";130;79.4
36704;"Íbúðareign";130;97.9
25371;"Íbúðareign";90;89
25479;"Íbúðareign";200;96.8
27492;"Íbúðareign";130;83.3
24865;"Íbúðareign";25;41.7
21150;"Íbúðareign";160;73.4
35997;"Íbúðareign";100;121.6
27943;"Íbúðareign";200;67.6
14382;"Íbúðareign";150;39.5
29297;"Íbúðareign";160;88
40527;"Íbúðareign";140;111.3
27786;"Íbúðareign";130;83.6
37000;"Íbúðareign";25;76.9
33289;"Íbúðareign";130;112.2
32386;"Íbúðareign";100;96.1
40911;"Íbúðareign";85;100.5
21196;"Íbúðareign";160;54.4
27780;"Íbúðareign";150;90.1
32436;"Íbúðareign";280;91.7
38159;"Íbúðareign";100;85.9
45734;"Íbúðareign";270;132.2
30459;"Íbúðareign";100;77
17570;"Íbúðareign";161;50.7
21151;"Íbúðareign";72;44.2
31745;"Íbúðareign";80;80.5
10789;"Íbúðareign";20;18
27155;"Íbúðareign";90;83.9
25818;"Íbúðareign";160;61.4
33811;"Íbúðareign";130;103.8
61744;"Íbúðareign";80;160.5
32895;"Íbúðareign";11;84.6
22990;"Íbúðareign";100;57.7
78847;"Einbýlishús";280;157.4
36952;"Íbúðareign";280;86.2
29500;"Íbúðareign";130;89.1
13273;"Íbúðareign";100;34
23309;"Íbúðareign";72;50.3
28378;"Íbúðareign";281;75.1
46334;"Íbúðareign";72;116.5
25496;"Íbúðareign";161;92.2
31496;"Íbúðareign";20;77.2
27448;"Íbúðareign";161;110.3
15695;"Íbúðareign";20;52.1
74198;"Einbýlishús";283;185.6
32919;"Íbúðareign";20;70.6
28404;"Íbúðareign";20;48.2
38856;"Íbúðareign";280;90.2
21596;"Íbúðareign";160;74.6
16379;"Íbúðareign";100;61.6
45528;"Íbúðareign";90;99.8
45871;"Íbúðareign";91;118.6
31445;"Íbúðareign";20;77.5
44807;"Íbúðareign";150;172.2
32540;"Íbúðareign";110;107.8
24894;"Íbúðareign";161;92.2
53219;"Íbúðareign";283;205.9
32580;"Íbúðareign";72;83.2
43992;"Íbúðareign";80;107.6
34000;"Íbúðareign";85;87.9
23446;"Íbúðareign";170;76.9
53889;"Íbúðareign";80;98.4
21996;"Íbúðareign";170;78.9
74000;"Einbýlishús";100;183
27200;"Íbúðareign";90;67.3
27972;"Íbúðareign";20;69.5
47180;"Íbúðareign";90;118.8
30886;"Íbúðareign";100;100.9
22500;"Íbúðareign";100;44.9
37601;"Íbúðareign";180;106.1
17993;"Íbúðareign";90;47.2
23460;"Íbúðareign";100;57.8
17291;"Íbúðareign";200;52.7
25875;"Íbúðareign";220;65.4
29367;"Íbúðareign";20;46.3
22430;"Íbúðareign";161;94.7
29794;"Íbúðareign";130;91.2
28596;"Íbúðareign";90;69.4
26485;"Íbúðareign";150;92.1
42948;"Íbúðareign";270;116.2
27179;"Íbúðareign";130;78.9
30028;"Íbúðareign";130;95.2
20583;"Íbúðareign";170;63.6
56848;"Íbúðareign";31;143.6
26700;"Íbúðareign";80;81.6
23967;"Íbúðareign";280;50.5
44702;"Íbúðareign";90;109.4
26772;"Íbúðareign";284;81.8
48389;"Íbúðareign";90;99.8
23166;"Íbúðareign";120;62.4
40240;"Íbúðareign";100;92.4
39512;"Íbúðareign";80;95.7
32469;"Íbúðareign";180;95.3
40934;"Íbúðareign";20;100
34147;"Íbúðareign";20;60.9
21000;"Íbúðareign";220;54
27005;"Íbúðareign";270;59.7
29186;"Íbúðareign";270;93.9
42756;"Íbúðareign";80;126.8
48852;"Einbýlishús";20;101.8
26000;"Íbúðareign";100;102.4
35000;"Einbýlishús";100;62.2
27780;"Íbúðareign";200;95
18994;"Íbúðareign";200;50.5
36004;"Íbúðareign";280;86.5
44958;"Íbúðareign";100;125.5
36854;"Íbúðareign";270;119.1
27193;"Íbúðareign";90;59.9
23989;"Íbúðareign";161;93.1
33875;"Íbúðareign";80;86.7
37402;"Íbúðareign";284;110.3
41496;"Íbúðareign";90;97.5
44800;"Íbúðareign";181;139.9
27936;"Íbúðareign";170;91.1
33000;"Íbúðareign";100;92.4
28804;"Íbúðareign";100;84.5
23674;"Íbúðareign";90;48.7
25791;"Íbúðareign";280;50.7
16150;"Íbúðareign";20;45
188964;"Einbýlishús";31;236.5
29446;"Íbúðareign";20;55.8
27479;"Íbúðareign";170;90.4
67794;"Einbýlishús";100;217.3
34479;"Íbúðareign";284;95.2
16000;"Íbúðareign";150;35.5
30963;"Íbúðareign";140;101.9
25631;"Íbúðareign";160;70.3
39943;"Íbúðareign";80;113.6
23728;"Íbúðareign";160;84.7
24900;"Íbúðareign";160;101.6
21490;"Íbúðareign";284;59.1
21286;"Íbúðareign";91;49.3
70682;"Einbýlishús";270;169.5
28000;"Íbúðareign";90;99.5
26420;"Íbúðareign";70;56.5
29479;"Íbúðareign";70;67.8
43707;"Íbúðareign";180;141.3
22505;"Íbúðareign";150;64.7
26347;"Íbúðareign";161;93.1
48853;"Íbúðareign";25;97.1
88232;"Íbúðareign";90;170.7
45171;"Íbúðareign";150;175.5
41268;"Íbúðareign";100;86.7
37403;"Íbúðareign";180;116.4
20931;"Íbúðareign";150;59.9
27100;"Íbúðareign";100;117
30855;"Íbúðareign";180;93.2
23480;"Íbúðareign";170;82.2
40303;"Íbúðareign";91;117.4
41154;"Íbúðareign";70;108.3
20474;"Íbúðareign";100;68.8
39674;"Íbúðareign";90;132.4
26479;"Íbúðareign";130;84.4
23328;"Íbúðareign";161;72.2
49266;"Íbúðareign";90;117.3
27986;"Íbúðareign";284;62.5
37949;"Íbúðareign";180;103.3
19000;"Íbúðareign";170;70.1
51044;"Íbúðareign";90;126.5
31963;"Íbúðareign";130;95.7
28446;"Íbúðareign";200;105.6
20492;"Íbúðareign";170;84.5
41121;"Íbúðareign";100;126.3
48658;"Íbúðareign";280;97.1
27907;"Íbúðareign";281;51.2
23086;"Íbúðareign";91;55.1
24901;"Íbúðareign";160;74.6
46406;"Íbúðareign";100;138.6
28487;"Íbúðareign";130;83.4
48865;"Íbúðareign";80;117.7
21298;"Íbúðareign";150;58.8
27895;"Íbúðareign";80;69.8
80926;"Íbúðareign";90;170.7
51916;"Íbúðareign";270;130.7
48500;"Einbýlishús";90;181.7
24925;"Íbúðareign";160;83
22626;"Íbúðareign";120;56.2
28670;"Íbúðareign";120;91.6
26838;"Íbúðareign";100;74.4
28600;"Íbúðareign";90;56.6
18500;"Íbúðareign";220;52.6
31438;"Íbúðareign";270;89.2
17432;"Íbúðareign";120;47.9
28932;"Íbúðareign";200;96.7
28116;"Íbúðareign";220;94.8
32377;"Íbúðareign";281;74.8
28972;"Íbúðareign";283;82.1
35693;"Íbúðareign";120;110.1
16595;"Íbúðareign";100;38.8
22573;"Íbúðareign";290;90.4
24430;"Íbúðareign";90;66.4
29448;"Íbúðareign";72;68.2
24186;"Íbúðareign";160;75.1
26746;"Íbúðareign";130;79.5
23745;"Íbúðareign";130;62.3
26559;"Íbúðareign";72;58.2
27976;"Íbúðareign";20;52.7
64505;"Einbýlishús";100;176.2
19090;"Íbúðareign";90;50
28972;"Íbúðareign";150;99.4
30282;"Íbúðareign";20;51.1
44007;"Íbúðareign";70;110.8
34259;"Íbúðareign";180;107.2
21900;"Íbúðareign";150;70.2
32535;"Íbúðareign";72;87
27493;"Íbúðareign";72;65.1
26454;"Íbúðareign";220;79
29138;"Íbúðareign";283;79.7
26782;"Íbúðareign";220;85.6
37465;"Íbúðareign";100;98.6
24579;"Íbúðareign";90;69.9
26496;"Íbúðareign";100;93.2
19445;"Íbúðareign";160;44.6
33415;"Íbúðareign";20;78.1
43358;"Íbúðareign";280;120
42998;"Íbúðareign";80;126.8
76752;"Íbúðareign";90;157.6
42104;"Einbýlishús";281;216.9
15702;"Íbúðareign";91;34.3
34479;"Íbúðareign";100;79.4
34766;"Íbúðareign";20;54.9
53410;"Íbúðareign";90;124.7
34505;"Íbúðareign";283;93.6
37240;"Íbúðareign";150;89.4
52808;"Íbúðareign";20;121.9
43021;"Einbýlishús";120;114.4
26972;"Íbúðareign";100;75.9
31446;"Íbúðareign";20;70.1
19000;"Íbúðareign";100;47
28338;"Íbúðareign";90;75.9
24838;"Íbúðareign";75;40.5
33046;"Íbúðareign";100;65.3
40503;"Íbúðareign";270;130.9
28086;"Íbúðareign";20;56.7
22000;"Íbúðareign";90;61
33198;"Íbúðareign";120;112.8
36540;"Íbúðareign";80;89.1
38922;"Íbúðareign";270;116.9
28038;"Íbúðareign";130;80.4
74126;"Einbýlishús";150;249.2
34874;"Íbúðareign";100;99.1
25000;"Íbúðareign";160;74
32825;"Íbúðareign";130;94.3
22835;"Íbúðareign";100;77.7
54773;"Einbýlishús";170;153
33625;"Íbúðareign";72;73.3
33938;"Íbúðareign";181;89.4
43360;"Íbúðareign";20;92.7
46996;"Einbýlishús";100;175.7
51929;"Íbúðareign";100;137
26037;"Íbúðareign";283;69.4
17190;"Íbúðareign";161;35.8
26593;"Íbúðareign";160;84.7
25721;"Íbúðareign";72;56.2
32930;"Íbúðareign";220;141.2
38061;"Íbúðareign";100;110.7
39879;"Einbýlishús";90;120.1
24804;"Íbúðareign";161;86.4
27171;"Íbúðareign";150;93.7
29972;"Íbúðareign";281;56.5
27498;"Íbúðareign";170;88.8
22986;"Íbúðareign";170;74.1
32472;"Íbúðareign";181;73.4
36846;"Íbúðareign";270;107.1
20990;"Íbúðareign";170;79.4
29965;"Íbúðareign";90;60.7
31929;"Íbúðareign";180;127.2
18986;"Íbúðareign";100;38.5
38000;"Íbúðareign";20;77.7
27945;"Íbúðareign";283;63
21981;"Íbúðareign";161;57.7
33059;"Íbúðareign";80;79.1
27979;"Íbúðareign";100;68.2
47759;"Íbúðareign";70;106.4
69803;"Íbúðareign";20;91.6
22000;"Íbúðareign";72;52.2
20986;"Íbúðareign";100;47.9
36000;"Íbúðareign";80;86.5
27472;"Íbúðareign";72;66.4
27811;"Íbúðareign";283;63
36476;"Íbúðareign";180;127.5
46048;"Íbúðareign";90;115
30008;"Íbúðareign";100;84.5
23969;"Íbúðareign";170;83.3
31264;"Íbúðareign";20;47.2
26725;"Íbúðareign";90;83.5
35000;"Íbúðareign";110;121.1
62888;"Einbýlishús";220;254.6
26976;"Íbúðareign";20;50.6
28120;"Íbúðareign";72;73.1
35835;"Íbúðareign";210;106.5
28802;"Íbúðareign";220;74.3
33752;"Íbúðareign";130;91.5
19479;"Íbúðareign";161;61.7
24637;"Íbúðareign";80;81.5
26137;"Íbúðareign";91;82.3
22254;"Íbúðareign";170;70.3
52166;"Íbúðareign";80;155.3
28750;"Íbúðareign";100;63.9
20743;"Íbúðareign";281;58.8
33803;"Íbúðareign";90;58.1
22293;"Íbúðareign";90;50.9
23243;"Íbúðareign";281;53.2
26686;"Íbúðareign";91;75.1
25662;"Íbúðareign";170;95.3
26090;"Íbúðareign";130;91.6
31592;"Íbúðareign";72;106.8
41527;"Íbúðareign";281;132.9
41986;"Íbúðareign";25;59.4
16473;"Íbúðareign";20;41.8
36300;"Íbúðareign";180;119.1
42200;"Íbúðareign";11;98.9
81476;"Íbúðareign";70;212.1
46772;"Íbúðareign";70;112.5
26000;"Íbúðareign";100;102.6
45972;"Einbýlishús";160;138.5
14302;"Íbúðareign";100;46.4
81886;"Íbúðareign";20;181.1
29373;"Íbúðareign";20;60.3
33120;"Íbúðareign";130;126.2
31848;"Íbúðareign";91;96.7
18859;"Íbúðareign";160;44.6
32111;"Íbúðareign";283;95.3
52960;"Íbúðareign";80;131.9
19496;"Íbúðareign";161;57.7
22240;"Íbúðareign";160;100
81451;"Íbúðareign";70;148.7
29478;"Íbúðareign";284;76
37249;"Íbúðareign";120;115
25921;"Íbúðareign";90;61.7
36493;"Íbúðareign";25;73.9
26797;"Íbúðareign";100;86.5
22395;"Íbúðareign";170;76.9
25300;"Íbúðareign";220;85.2
48837;"Íbúðareign";72;121.3
43428;"Íbúðareign";150;120.7
23497;"Íbúðareign";25;48.1
33384;"Íbúðareign";181;83.8
27986;"Íbúðareign";181;64.3
20653;"Íbúðareign";130;70
47779;"Íbúðareign";120;132
29473;"Íbúðareign";70;71.7
24435;"Íbúðareign";180;62.9
75660;"Íbúðareign";90;158.6
27900;"Íbúðareign";160;121.4
36553;"Íbúðareign";270;116.9
39096;"Íbúðareign";283;109.4
59000;"Einbýlishús";283;129.3
37193;"Íbúðareign";20;67.2
22170;"Íbúðareign";161;72.2
28630;"Íbúðareign";200;97
59382;"Einbýlishús";150;235.8
27991;"Íbúðareign";130;83.3
38838;"Íbúðareign";281;127.6
30614;"Íbúðareign";20;45.2
35958;"Íbúðareign";91;109.2
50164;"Einbýlishús";281;158.6
50503;"Íbúðareign";120;152.5
35112;"Íbúðareign";180;107.5
45708;"Íbúðareign";100;115.4
35395;"Íbúðareign";100;97.5
28493;"Íbúðareign";72;62.7
31099;"Íbúðareign";120;97.3
23285;"Íbúðareign";180;54.8
27683;"Íbúðareign";91;68.1
20493;"Íbúðareign";280;44.1
24896;"Íbúðareign";25;51
32996;"Íbúðareign";100;87
39986;"Íbúðareign";90;72.8
78534;"Einbýlishús";100;215.6
27900;"Íbúðareign";91;103.7
18000;"Íbúðareign";90;41.5
22096;"Íbúðareign";161;72.2
23865;"Íbúðareign";161;73.3
41479;"Íbúðareign";80;95
31689;"Íbúðareign";80;123.6
30768;"Íbúðareign";85;87.6
23479;"Íbúðareign";20;51.5
33175;"Íbúðareign";180;95.8
19886;"Íbúðareign";220;52.7
22572;"Íbúðareign";160;89.2
21109;"Íbúðareign";80;56.1
